"コード","銘柄名","市場","現在値","前日比(%)","株価(円)","株価騰落【率】(%)","時価総額(百万円)","出来高増加率(倍)"
"7456","松田産業","東P","6220","+10.0(+0.16%)","6,220.0","0.16","167,371","0.87"
"7458","第一興商","東P","1703.0","+1.0(+0.06%)","1,703.0","0.06","177,058","1.08"
"7459","メディパルＨＬＤＧ","東P","2923.0","+34.0(+1.18%)","2,923.0","1.18","631,295","0.55"
"7460","ヤギ","東S","3570","+0.0(+0.00%)","3,570.0","0.00","32,630","0.75"
"7461","キムラ","東S","519","+9.0(+1.76%)","519.0","1.76","7,878","0.51"
"7462","ＣＡＰＩＴＡ","東S","600","+0.0(+0.00%)","600.0","0.00","2,467","1.22"
"7463","アドヴァングループ","東S","993","-9.0(-0.90%)","993.0","-0.90","44,996","0.65"
"7464","セフテック","東S","1646","-5.0(-0.30%)","1,646.0","-0.30","3,292","1.00"
"7466","ＳＰＫ","東P","2381","-23.0(-0.96%)","2,381.0","-0.96","24,890","1.58"
"7467","萩原電気ＨＬＤＧ","東P","3760","-20.0(-0.53%)","3,760.0","-0.53","38,044","0.72"
"7472","鳥羽洋行","東S","4050","+5.0(+0.12%)","4,050.0","0.12","19,035","0.43"
"7475","アルビス","東P","2725","+4.0(+0.15%)","2,725.0","0.15","25,222","0.63"
"7476","アズワン","東P","2428.5","+17.5(+0.73%)","2,428.5","0.73","182,994","0.98"
"7477","ムラキ","東S","1878","+4.0(+0.21%)","1,878.0","0.21","2,761","0.57"
"7480","スズデン","東S","1750","-5.0(-0.28%)","1,750.0","-0.28","23,244","0.58"
"7481","尾家産業","東S","2553","-18.0(-0.70%)","2,553.0","-0.70","23,628","1.42"
"7482","シモジマ","東P","1404","-6.0(-0.43%)","1,404.0","-0.43","33,202","1.03"
"7483","ドウシシャ","東P","3425","-10.0(-0.29%)","3,425.0","-0.29","128,012","0.71"
"7485","岡谷鋼機","名P","9590","-20.0(-0.21%)","9,590.0","-0.21","186,430","0.80"
"7486","サンリン","東S","784","-5.0(-0.63%)","784.0","-0.63","9,643","0.38"
"7487","小津産業","東S","1804","+2.0(+0.11%)","1,804.0","0.11","15,217","1.25"
"7488","ヤガミ","名M","5350","+10.0(+0.19%)","5,350.0","0.19","28,355","0.38"
"7490","日新商事","東S","1310","-3.0(-0.23%)","1,310.0","-0.23","9,956","0.82"
"7494","コナカ","東S","252","+0.0(+0.00%)","252.0","0.00","8,901","0.55"
"7500","西川計測","東S","11010","-190.0(-1.70%)","11,010.0","-1.70","37,792","1.00"
"7501","ティムコ","東S","1635","-22.0(-1.33%)","1,635.0","-1.33","5,461","0.15"
"7502","プラザＨＬＤＧ","東S","1848","-22.0(-1.18%)","1,848.0","-1.18","4,508","2.29"
"7504","高速","東P","3155","+25.0(+0.80%)","3,155.0","0.80","66,226","0.71"
"7505","扶桑電通","東S","2007","+10.0(+0.50%)","2,007.0","0.50","27,941","0.27"
"7506","ハウス　オブ　ローゼ","東S","1401","-1.0(-0.07%)","1,401.0","-0.07","6,589","1.25"
"7508","Ｇ―７ＨＬＤＧ","東P","1501","+24.0(+1.62%)","1,501.0","1.62","66,151","1.19"
"7509","アイエーグループ","東S","4165","-5.0(-0.12%)","4,165.0","-0.12","6,853","3.00"
"7510","たけびし","東P","2369","-48.0(-1.99%)","2,369.0","-1.99","37,970","1.04"
"7512","イオン北海道","東S","955","+6.0(+0.63%)","955.0","0.63","133,146","0.82"
"7513","コジマ","東P","1274","-19.0(-1.47%)","1,274.0","-1.47","99,261","1.04"
"7514","ヒマラヤ","東S","881","-1.0(-0.11%)","881.0","-0.11","10,855","1.46"
"7516","コーナン商事","東P","3910","+0.0(+0.00%)","3,910.0","0.00","135,607","0.68"
"7520","エコス","東P","3140","+35.0(+1.13%)","3,140.0","1.13","36,578","0.52"
"7521","ムサシ","東S","2551","+67.0(+2.70%)","2,551.0","2.70","20,280","1.34"
"7522","ワタミ","東P","963","-5.0(-0.52%)","963.0","-0.52","41,106","0.93"
"7523","アールビバン","東S","1744","+11.0(+0.63%)","1,744.0","0.63","15,962","1.75"
"7524","マルシェ","東S","195","-2.0(-1.02%)","195.0","-1.02","2,057","1.85"
"7525","リックス","東P","3855","-25.0(-0.64%)","3,855.0","-0.64","33,307","0.68"
"7527","システムソフト","東S","68","-1.0(-1.45%)","68.0","-1.45","5,769","1.32"
"7532","パン・パシフィック・インターナ","東P","928.9","+4.0(+0.43%)","928.9","0.43","2,951,391","0.60"
"7537","丸文","東P","1413","+37.0(+2.69%)","1,413.0","2.69","39,636","1.86"
"7538","大水","東S","399","-3.0(-0.75%)","399.0","-0.75","5,496","1.06"
"7539","アイナボＨＬＤＧ","東S","758","+3.0(+0.40%)","758.0","0.40","17,658","0.93"
"7544","スリーエフ","東S","588","+0.0(+0.00%)","588.0","0.00","4,532","0.88"
"7545","西松屋チェーン","東P","2157","+1.0(+0.05%)","2,157.0","0.05","150,103","0.63"
"7550","ゼンショーＨＬＤＧ","東P","8545.0","-44.0(-0.51%)","8,545.0","-0.51","1,458,915","0.74"
"7551","ウェッズ","東S","683","+3.0(+0.44%)","683.0","0.44","11,009","1.09"
"7552","ハピネット","東P","2917","+38.0(+1.32%)","2,917.0","1.32","140,308","1.10"
"7554","幸楽苑","東P","1153","-7.0(-0.60%)","1,153.0","-0.60","24,020","1.39"
"7555","大田花き","東S","753","+0.0(+0.00%)","753.0","0.00","4,142","0.63"
"7561","ハークスレイ","東S","702","+0.0(+0.00%)","702.0","0.00","13,373","0.50"
"7562","安楽亭","東S","3735","-5.0(-0.13%)","3,735.0","-0.13","17,266","0.61"
"7564","ワークマン","東S","6530","+10.0(+0.15%)","6,530.0","0.15","534,460","0.53"
"7567","栄電子","東S","500","+2.0(+0.40%)","500.0","0.40","2,545","1.68"
"7570","橋本総業ＨＬＤＧ","東S","1341","-4.0(-0.30%)","1,341.0","-0.30","28,554","0.74"
"7571","ヤマノＨＬＤＧ","東S","107","-1.0(-0.93%)","107.0","-0.93","3,834","1.23"
"7575","日本ライフライン","東P","1592","+10.0(+0.63%)","1,592.0","0.63","113,510","0.98"
"7578","ニチリョク","東S","126","-1.0(-0.79%)","126.0","-0.79","2,192","0.20"
"7581","サイゼリヤ","東P","6270","+10.0(+0.16%)","6,270.0","0.16","327,748","0.89"
"7585","かんなん丸","東S","416","+0.0(+0.00%)","416.0","0.00","1,810","0.78"
"7590","タカショー","東S","406","-2.0(-0.49%)","406.0","-0.49","7,142","0.89"
"7593","ＶＴ　ＨＬＤＧ","東P","551","-1.0(-0.18%)","551.0","-0.18","67,542","0.76"
"7595","アルゴグラフィックス","東P","1592","+15.0(+0.95%)","1,592.0","0.95","127,360","0.63"
"7596","魚力","東P","2355","-5.0(-0.21%)","2,355.0","-0.21","34,430","1.80"
"7599","ＩＤＯＭ","東P","1370","+22.0(+1.63%)","1,370.0","1.63","146,437","0.84"
"7600","日本エム・ディ・エム","東P","497","-5.0(-1.00%)","497.0","-1.00","13,159","0.88"
"7601","ポプラ","東S","187","+1.0(+0.54%)","187.0","0.54","2,606","1.77"
"7602","レダックス","東S","222","+14.0(+6.73%)","222.0","6.73","5,352","0.75"
"7604","梅の花グループ","東S","848","+0.0(+0.00%)","848.0","0.00","7,657","1.79"
"7606","ユナイテッドアローズ","東P","2428","-19.0(-0.78%)","2,428.0","-0.78","73,359","0.74"
"7607","進和","東P","3210","+25.0(+0.78%)","3,210.0","0.78","44,347","1.10"
"7608","エスケイジャパン","東S","1600","+50.0(+3.23%)","1,600.0","3.23","13,584","1.59"
"7609","ダイトロン","東P","2609","+7.0(+0.27%)","2,609.0","0.27","55,485","0.60"
"7610","テイツー","東S","146","+0.0(+0.00%)","146.0","0.00","10,025","0.61"
"7611","ハイデイ日高","東P","3215","-10.0(-0.31%)","3,215.0","-0.31","122,643","0.92"
"7613","シークス","東P","1312","-21.0(-1.58%)","1,312.0","-1.58","66,125","0.44"
"7614","オーエムツーネットワーク","東S","1607","+15.0(+0.94%)","1,607.0","0.94","11,788","1.52"
"7615","京都きもの友禅ＨＬＤＧ","東S","153","+4.0(+2.68%)","153.0","2.68","3,065","0.73"
"7616","コロワイド","東P","1774.5","+8.5(+0.48%)","1,774.5","0.48","188,902","0.74"
"7619","田中商事","東S","915","+5.0(+0.55%)","915.0","0.55","8,081","2.00"
"7621","うかい","東S","3365","+0.0(+0.00%)","3,365.0","0.00","18,901","0.70"
"7624","ＮａＩＴＯ","東S","144","+1.0(+0.70%)","144.0","0.70","7,890","0.86"
"7625","グローバルダイニング","東S","401","-1.0(-0.25%)","401.0","-0.25","4,179","1.03"
"7628","オーハシテクニカ","東P","1220","-11.0(-0.89%)","1,220.0","-0.89","31,454","0.62"
"7630","壱番屋","東P","909","+0.0(+0.00%)","909.0","0.00","145,104","0.85"
"7634","星医療酸器","東S","5010","-60.0(-1.18%)","5,010.0","-1.18","17,134","1.36"
"7635","杉田エース","東S","1695","+0.0(+0.00%)","1,695.0","0.00","9,109","0.34"
"7636","ハンズマン","東S","830","+1.0(+0.12%)","830.0","0.12","12,043","0.59"
"7637","白銅","東P","2435","-9.0(-0.37%)","2,435.0","-0.37","27,621","0.71"
"7638","ＮＥＷ　ＡＲＴ　ＨＬＤＧ","東S","1467","-18.0(-1.21%)","1,467.0","-1.21","25,506","3.98"
"7640","トップカルチャー","東S","207","+2.0(+0.98%)","207.0","0.98","3,356","1.18"
"7643","ダイイチ","東S","1820","-4.0(-0.22%)","1,820.0","-0.22","20,818","4.67"
"7646","ＰＬＡＮＴ","東S","2104","-8.0(-0.38%)","2,104.0","-0.38","16,263","0.92"
"7649","スギＨＬＤＧ","東P","3824.0","+6.0(+0.16%)","3,824.0","0.16","726,531","0.84"
"7670","オーウエル","東S","1100","+3.0(+0.27%)","1,100.0","0.27","11,550","0.29"
"7673","ダイコー通産","東S","1691","+4.0(+0.24%)","1,691.0","0.24","9,018","0.05"
"7674","ＮＡＴＴＹ　ＳＷＡＮＫＹＨＬＤ","東G","3045","+10.0(+0.33%)","3,045.0","0.33","7,452","0.82"
"7675","セントラルフォレストグループ","名M","2710","-10.0(-0.37%)","2,710.0","-0.37","23,799","2.50"
"7678","あさくま","東S","4870","+0.0(+0.00%)","4,870.0","0.00","26,225","1.39"
"7679","薬王堂ＨＬＤＧ","東P","2072","-2.0(-0.10%)","2,072.0","-0.10","40,902","1.65"
"7681","レオクラン","東S","1033","-1.0(-0.10%)","1,033.0","-0.10","6,117","0.62"
"7682","浜木綿","東S","4065","+0.0(+0.00%)","4,065.0","0.00","8,822","1.18"
"7683","ダブルエー","東P","1418","+9.0(+0.64%)","1,418.0","0.64","27,055","0.87"
"7685","ＢｕｙＳｅｌｌ　Ｔｅｃｈ","東G","4985","+145.0(+3.00%)","4,985.0","3.00","153,926","1.18"
"7686","ひとまいる","東S","446","-1.0(-0.22%)","446.0","-0.22","12,976","3.09"
"7687","ミクリード","東G","540","+16.0(+3.05%)","540.0","3.05","3,572","0.65"
"7689","コパ・コーポレーション","東G","431","+16.0(+3.86%)","431.0","3.86","1,277","2.59"
"7692","アースインフィニティ","東S","105","+1.0(+0.96%)","105.0","0.96","11,564","1.28"
"7694","いつも","東G","679","+0.0(+0.00%)","679.0","0.00","4,042","0.84"
"7695","交換できるくん","東G","804","+3.0(+0.37%)","804.0","0.37","6,005","1.21"
"7698","アイスコ","東S","2649","-11.0(-0.41%)","2,649.0","-0.41","10,394","0.61"
"7701","島津製作所","東P","4419.0","+102.0(+2.36%)","4,419.0","2.36","1,308,334","1.40"
"7702","ＪＭＳ","東S","453","+3.0(+0.67%)","453.0","0.67","11,204","0.80"
"7707","プレシジョン・システム・サイエ","東G","231","+15.0(+6.94%)","231.0","6.94","6,391","2.90"
"7709","クボテック","東S","191","-1.0(-0.52%)","191.0","-0.52","2,642","0.63"
"7711","助川電気工業","東S","7550","+300.0(+4.14%)","7,550.0","4.14","44,318","1.73"
"7713","シグマ光機","東S","1593","+3.0(+0.19%)","1,593.0","0.19","12,031","1.09"
"7715","長野計器","東P","2747","+37.0(+1.37%)","2,747.0","1.37","53,382","1.14"
"7716","ナカニシ","東S","2227","+2.0(+0.09%)","2,227.0","0.09","208,042","0.56"
"7717","ブイ・テクノロジー","東P","3235","-55.0(-1.67%)","3,235.0","-1.67","32,536","0.85"
"7718","スター精密","東P","2197","+0.0(+0.00%)","2,197.0","0.00","106,513","0.56"
"7719","東京衡機","東S","322","+12.0(+3.87%)","322.0","3.87","2,297","0.37"
"7721","東京計器","東P","6660","-240.0(-3.48%)","6,660.0","-3.48","113,729","1.09"
"7722","国際計測器","東S","1006","-2.0(-0.20%)","1,006.0","-0.20","14,285","0.89"
"7723","愛知時計電機","東P","2877","+25.0(+0.88%)","2,877.0","0.88","44,363","1.25"
"7725","インターアクション","東P","1465","-17.0(-1.15%)","1,465.0","-1.15","16,862","1.02"
"7726","黒田精工","東S","1045","+3.0(+0.29%)","1,045.0","0.29","6,002","0.47"
"7727","オーバル","東S","786","+17.0(+2.21%)","786.0","2.21","20,577","1.05"
"7729","東京精密","東P","13595.0","+60.0(+0.44%)","13,595.0","0.44","574,735","0.67"
"7730","マニー","東P","1620","+2.0(+0.12%)","1,620.0","0.12","173,345","0.79"
"7731","ニコン","東P","1950.0","+0.0(+0.00%)","1,950.0","0.00","650,492","0.58"
"7733","オリンパス","東P","1901.0","+16.5(+0.88%)","1,901.0","0.88","2,118,638","0.59"
"7734","理研計器","東P","3390","-35.0(-1.02%)","3,390.0","-1.02","160,422","0.88"
"7735","ＳＣＲＥＥＮ　ＨＬＤＧ","東P","19525.0","-180.0(-0.91%)","19,525.0","-0.91","1,862,294","0.65"
"7739","キヤノン電子","東P","3625","-10.0(-0.28%)","3,625.0","-0.28","152,999","0.60"
"7740","タムロン","東P","1062","+2.0(+0.19%)","1,062.0","0.19","181,390","0.62"
"7741","ＨＯＹＡ","東P","25440.0","+340.0(+1.35%)","25,440.0","1.35","8,609,260","0.68"
"7743","シード","東P","590","-3.0(-0.51%)","590.0","-0.51","17,857","0.68"
"7744","ノーリツ鋼機","東P","2084","+41.0(+2.01%)","2,084.0","2.01","226,779","1.68"
"7745","Ａ＆ＤホロンＨＬＤＧ","東P","2375","+0.0(+0.00%)","2,375.0","0.00","66,132","0.89"
"7746","岡本硝子","東S","1230","+135.0(+12.33%)","1,230.0","12.33","35,819","1.69"
"7747","朝日インテック","東P","2800.0","-2.0(-0.07%)","2,800.0","-0.07","742,930","0.76"
"7749","メディキット","東S","2983","+33.0(+1.12%)","2,983.0","1.12","47,370","4.25"
"7751","キヤノン","東P","4643.0","-29.0(-0.62%)","4,643.0","-0.62","6,192,662","0.82"
"7752","リコー","東P","1402.0","-7.0(-0.50%)","1,402.0","-0.50","798,766","0.73"
"7760","ＩＭＶ","東S","2851","+79.0(+2.85%)","2,851.0","2.85","48,344","1.19"
"7762","シチズン時計","東P","1407","+4.0(+0.29%)","1,407.0","0.29","346,122","1.20"
"7769","リズム","東P","4105","+0.0(+0.00%)","4,105.0","0.00","34,421","0.66"
"7771","日本精密","東S","307","+5.0(+1.66%)","307.0","1.66","6,827","0.38"
"7774","ジャパン・ティッシュエンジニア","東G","578","+60.0(+11.58%)","578.0","11.58","23,473","25.95"
"7775","大研医器","東S","470","+1.0(+0.21%)","470.0","0.21","14,965","0.73"
"7776","セルシード","東G","316","+13.0(+4.29%)","316.0","4.29","11,635","1.38"
"7777","スリー・ディー・マトリックス","東G","464","+14.0(+3.11%)","464.0","3.11","56,243","0.68"
"7779","ＣＹＢＥＲＤＹＮＥ","東G","281","+3.0(+1.08%)","281.0","1.08","38,622","0.44"
"7780","メニコン","東P","1630","+50.0(+3.16%)","1,630.0","3.16","125,122","1.14"
"7781","平山ＨＬＤＧ","東S","1319","-6.0(-0.45%)","1,319.0","-0.45","10,758","1.09"
"7782","シンシア","東S","499","+0.0(+0.00%)","499.0","0.00","3,424","2.50"
"7790","バルコス","名N","1062","+29.0(+2.81%)","1,062.0","2.81","1,283","1.00"
"7791","ドリームベッド","東S","858","-6.0(-0.69%)","858.0","-0.69","3,563","0.43"
"7792","コラントッテ","東G","1530","+11.0(+0.72%)","1,530.0","0.72","13,911","0.90"
"7793","イメージ・マジック","東G","1548","+38.0(+2.52%)","1,548.0","2.52","3,982","0.73"
"7794","イーディーピー","東G","507","-13.0(-2.50%)","507.0","-2.50","7,374","1.04"
"7795","ＫＹＯＲＩＴＳＵ","東S","220","-3.0(-1.35%)","220.0","-1.35","10,832","0.78"
"7800","アミファ","東S","687","+8.0(+1.18%)","687.0","1.18","2,222","0.85"
"7803","ブシロード","東G","301","+5.0(+1.69%)","301.0","1.69","41,334","1.56"
"7804","ビーアンドピー","東S","2523","-4.0(-0.16%)","2,523.0","-0.16","5,875","1.76"
"7805","プリントネット","東S","701","+0.0(+0.00%)","701.0","0.00","3,828","0.38"
"7806","ＭＴＧ","東G","4340","+20.0(+0.46%)","4,340.0","0.46","174,300","0.59"
"7807","幸和製作所","東S","847","-1.0(-0.12%)","847.0","-0.12","4,263","0.46"
"7808","シー・エス・ランバー","東S","3030","-10.0(-0.33%)","3,030.0","-0.33","5,606","0.88"
"7809","壽屋","東S","1494","+10.0(+0.67%)","1,494.0","0.67","12,775","0.61"
"7810","クロスフォー","東S","148","-1.0(-0.67%)","148.0","-0.67","2,641","1.08"
"7811","中本パックス","東S","2013","+4.0(+0.20%)","2,013.0","0.20","17,958","0.80"
"7812","クレステック","東S","2016","+19.0(+0.95%)","2,016.0","0.95","6,550","3.25"
"7813","プラッツ","東S","815","+3.0(+0.37%)","815.0","0.37","3,037","0.88"
"7814","日本創発グループ","東S","760","+2.0(+0.26%)","760.0","0.26","38,760","0.29"
"7815","東京ボード工業","東S","378","+2.0(+0.53%)","378.0","0.53","1,384","0.57"
"7817","パラマウントベッドＨＬＤＧ","東P","3515","+5.0(+0.14%)","3,515.0","0.14","202,459","0.42"
"7818","トランザクション","東P","1204","+21.0(+1.78%)","1,204.0","1.78","69,291","1.83"
"7819","粧美堂","東S","848","-1.0(-0.12%)","848.0","-0.12","11,372","0.66"
"7820","ニホンフラッシュ","東P","837","+2.0(+0.24%)","837.0","0.24","20,975","1.22"
"7821","前田工繊","東P","1933","-11.0(-0.57%)","1,933.0","-0.57","131,600","1.46"
"7822","永大産業","東S","241","-1.0(-0.41%)","241.0","-0.41","11,275","0.55"
"7823","アートネイチャー","東S","818","-4.0(-0.49%)","818.0","-0.49","28,134","0.68"
"7826","フルヤ金属","東P","3950","+60.0(+1.54%)","3,950.0","1.54","100,289","1.13"
"7827","オービス","東S","1636","-4.0(-0.24%)","1,636.0","-0.24","2,905","0.09"
"7831","ウイルコＨＬＤＧ","東S","90","+0.0(+0.00%)","90.0","0.00","1,397","0.96"
"7832","バンダイナムコＨＬＤＧ","東P","4107.0","+39.0(+0.96%)","4,107.0","0.96","2,669,550","1.17"
"7833","アイフィスジャパン","東S","699","+1.0(+0.14%)","699.0","0.14","7,159","1.58"
"7836","アビックス","東S","89","-1.0(-1.11%)","89.0","-1.11","3,127","1.08"
"7837","アールシーコア","東S","380","-2.0(-0.52%)","380.0","-0.52","1,724","0.83"
"7839","ＳＨＯＥＩ","東P","1799","+21.0(+1.18%)","1,799.0","1.18","96,631","0.87"
"7840","フランスベッドＨＬＤＧ","東P","1330","-1.0(-0.08%)","1,330.0","-0.08","46,214","1.00"
"7841","遠藤製作所","東S","1306","+13.0(+1.01%)","1,306.0","1.01","12,331","3.17"
"7844","マーベラス","東P","503","-3.0(-0.59%)","503.0","-0.59","31,295","0.81"
"7846","パイロットコーポレーション","東P","4955.0","+42.0(+0.85%)","4,955.0","0.85","202,685","0.73"
"7847","グラファイトデザイン","東S","670","+4.0(+0.60%)","670.0","0.60","4,654","0.91"
"7849","スターツ出版","東S","3790","+60.0(+1.61%)","3,790.0","1.61","14,554","1.35"
"7850","総合商研","東S","887","+2.0(+0.23%)","887.0","0.23","2,714","11.00"
"7851","カワセコンピュータサプライ","東S","260","-2.0(-0.76%)","260.0","-0.76","1,342","2.55"
"7856","萩原工業","東P","1716","-5.0(-0.29%)","1,716.0","-0.29","25,564","0.82"
"7857","セキ","東S","1320","-15.0(-1.12%)","1,320.0","-1.12","5,951","10.00"
"7859","アルメディオ","東S","190","+0.0(+0.00%)","190.0","0.00","3,953","0.80"
"7860","エイベックス","東P","1232","+17.0(+1.40%)","1,232.0","1.40","56,573","0.89"
"7864","フジシールインターナショナル","東P","3290","+35.0(+1.08%)","3,290.0","1.08","197,933","0.83"
"7865","ピープル","東S","430","-1.0(-0.23%)","430.0","-0.23","1,908","0.39"
"7867","タカラトミー","東P","2847.0","+1.5(+0.05%)","2,847.0","0.05","266,527","1.26"
"7868","広済堂ＨＬＤＧ","東P","481","-3.0(-0.62%)","481.0","-0.62","69,428","0.93"
"7870","福島印刷","名M","385","+3.0(+0.79%)","385.0","0.79","2,310","0.60"
"7871","フクビ化学工業","東S","934","+3.0(+0.32%)","934.0","0.32","19,323","0.56"
"7872","エステールＨＬＤＧ","東S","617","+0.0(+0.00%)","617.0","0.00","7,070","3.31"
"7874","レック","東P","1028","-8.0(-0.77%)","1,028.0","-0.77","39,234","0.45"
"7875","竹田ｉＰＨＬＤＧ","東S","1167","+7.0(+0.60%)","1,167.0","0.60","10,247","2.06"
"7877","永大化工","東S","1901","+21.0(+1.12%)","1,901.0","1.12","2,775","3.40"
"7878","光・彩","東S","1030","-14.0(-1.34%)","1,030.0","-1.34","1,632","23.00"
"7879","ノダ","東S","683","-2.0(-0.29%)","683.0","-0.29","11,843","6.69"
"7883","サンメッセ","東S","369","+3.0(+0.82%)","369.0","0.82","6,577","2.05"
"7885","タカノ","東S","821","+0.0(+0.00%)","821.0","0.00","12,907","0.86"
"7886","ヤマト　モビリティ　＆　Ｍｆｇ","東S","904","-8.0(-0.88%)","904.0","-0.88","1,466","8.00"
"7887","南海プライウッド","東S","9890","+80.0(+0.82%)","9,890.0","0.82","9,985","5.00"
"7888","三光合成","東P","1021","-2.0(-0.20%)","1,021.0","-0.20","31,333","0.69"
"7893","プロネクサス","東P","1154","-16.0(-1.37%)","1,154.0","-1.37","31,985","0.66"
"7896","セブン工業","東S","538","+3.0(+0.56%)","538.0","0.56","2,514","0.50"
"7897","ホクシン","東S","116","+2.0(+1.75%)","116.0","1.75","3,291","1.16"
"7898","ウッドワン","東S","1039","+19.0(+1.86%)","1,039.0","1.86","10,226","2.35"
"7901","マツモト","東S","717","+8.0(+1.13%)","717.0","1.13","820","0.40"
"7902","ソノコム","東S","1165","+116.0(+11.06%)","1,165.0","11.06","5,825","17.41"
"7906","ヨネックス","東S","3355","+5.0(+0.15%)","3,355.0","0.15","311,582","0.67"
"7908","きもと","東S","282","+1.0(+0.36%)","282.0","0.36","15,446","1.23"
"7911","ＴＯＰＰＡＮＨＬＤＧ","東P","4879.0","+18.0(+0.37%)","4,879.0","0.37","1,437,872","0.53"
"7912","大日本印刷","東P","2854.0","+2.5(+0.09%)","2,854.0","0.09","1,496,868","0.59"
"7914","共同印刷","東P","1645","+4.0(+0.24%)","1,645.0","0.24","49,350","0.97"
"7915","ＮＩＳＳＨＡ","東P","1313","+0.0(+0.00%)","1,313.0","0.00","63,045","1.01"
"7916","光村印刷","東S","1977","+27.0(+1.38%)","1,977.0","1.38","6,135","7.00"
"7917","ＺＡＣＲＯＳ","東P","1204","-8.0(-0.66%)","1,204.0","-0.66","92,794","0.95"
"7918","ヴィアＨＬＤＧ","東S","109","+0.0(+0.00%)","109.0","0.00","4,973","0.47"
"7919","野崎印刷紙業","東S","222","+0.0(+0.00%)","222.0","0.00","4,764","0.64"
"7921","ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ","東P","4350","-45.0(-1.02%)","4,350.0","-1.02","57,217","0.59"
"7922","三光産業","東S","452","+2.0(+0.44%)","452.0","0.44","3,561","15.00"
"7923","トーイン","東S","1185","+1.0(+0.08%)","1,185.0","0.08","7,557","2.00"
"7925","前澤化成工業","東P","2400","-1.0(-0.04%)","2,400.0","-0.04","37,757","0.95"
"7927","ムトー精工","東S","2292","+23.0(+1.01%)","2,292.0","1.01","17,739","0.58"
"7928","旭化学工業","東S","617","-4.0(-0.64%)","617.0","-0.64","2,404","0.42"
"7931","未来工業","東P","3435","+0.0(+0.00%)","3,435.0","0.00","87,960","0.78"
"7932","ニッピ","東S","14070","+10.0(+0.07%)","14,070.0","0.07","40,648","0.96"
"7936","アシックス","東P","3989.0","-63.0(-1.55%)","3,989.0","-1.55","2,929,849","0.79"
"7937","ツツミ","東S","2715","+29.0(+1.08%)","2,715.0","1.08","42,435","2.16"
"7938","リーガルコーポレーション","東S","2461","-9.0(-0.36%)","2,461.0","-0.36","7,998","0.77"
"7939","研創","東S","614","+3.0(+0.49%)","614.0","0.49","2,470","2.31"
"7940","ウェーブロックＨＬＤＧ","東S","1339","+2.0(+0.15%)","1,339.0","0.15","14,890","0.17"
"7942","ＪＳＰ","東P","2576","+16.0(+0.63%)","2,576.0","0.63","80,921","1.73"
"7943","ニチハ","東P","3545","+35.0(+1.00%)","3,545.0","1.00","122,257","0.86"
"7944","ローランド","東P","3895","+45.0(+1.17%)","3,895.0","1.17","103,532","0.73"
"7946","光陽社","東S","2284","+8.0(+0.35%)","2,284.0","0.35","1,942","0.30"
"7947","エフピコ","東P","2756","+6.0(+0.22%)","2,756.0","0.22","233,071","0.33"
"7949","小松ウオール工業","東P","2954","+2.0(+0.07%)","2,954.0","0.07","58,259","1.33"
"7951","ヤマハ","東P","1160.5","+1.0(+0.09%)","1,160.5","0.09","583,732","0.78"
"7952","河合楽器製作所","東P","2787","-12.0(-0.43%)","2,787.0","-0.43","25,115","0.53"
"7953","菊水化学工業","東S","395","+2.0(+0.51%)","395.0","0.51","5,034","1.53"
"7955","クリナップ","東P","875","-6.0(-0.68%)","875.0","-0.68","32,762","0.91"
"7956","ピジョン","東P","1634.0","-4.0(-0.24%)","1,634.0","-0.24","198,782","0.72"
"7957","フジコピアン","東S","1455","+6.0(+0.41%)","1,455.0","0.41","2,604","0.40"
"7962","キングジム","東P","819","+0.0(+0.00%)","819.0","0.00","25,765","0.54"
"7963","興研","東S","1908","+9.0(+0.47%)","1,908.0","0.47","9,738","0.62"
"7965","象印マホービン","東P","1585","-1.0(-0.06%)","1,585.0","-0.06","115,071","0.71"
"7966","リンテック","東P","4835","+75.0(+1.58%)","4,835.0","1.58","350,483","1.16"
"7970","信越ポリマー","東P","2143","-13.0(-0.60%)","2,143.0","-0.60","177,062","0.70"
"7971","東リ","東S","789","+9.0(+1.15%)","789.0","1.15","47,442","0.61"
"7972","イトーキ","東P","2555","-8.0(-0.31%)","2,555.0","-0.31","136,393","1.03"
"7974","任天堂","東P","10400.0","+450.0(+4.52%)","10,400.0","4.52","13,506,376","1.03"
"7975","リヒトラブ","東S","1291","-7.0(-0.54%)","1,291.0","-0.54","4,926","2.38"
"7976","三菱鉛筆","東P","2350","+21.0(+0.90%)","2,350.0","0.90","141,100","0.99"
"7979","松風","東P","1887","+5.0(+0.27%)","1,887.0","0.27","67,532","1.81"
"7980","重松製作所","東S","795","+6.0(+0.76%)","795.0","0.76","5,724","0.43"
"7981","タカラスタンダード","東P","3065","+15.0(+0.49%)","3,065.0","0.49","206,130","1.21"
"7983","ミロク","東S","1131","-9.0(-0.79%)","1,131.0","-0.79","3,399","3.44"
"7984","コクヨ","東P","924.4","-2.8(-0.30%)","924.4","-0.30","407,632","0.61"
"7985","ネポン","東S","1567","-35.0(-2.18%)","1,567.0","-2.18","1,509","0.69"
"7986","日本アイ・エス・ケイ","東S","1785","+0.0(+0.00%)","1,785.0","0.00","3,170","1.00"
"7987","ナカバヤシ","東S","596","-4.0(-0.67%)","596.0","-0.67","17,161","0.54"
